Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh,A1R_minus_A0_cum_kWh,A2R_minus_A0_cum_kWh
11,10:30,0.0,4.0,4.738110279329003,Digging,Idle,7.59523958426054,4.828800623668377,0.0,Charging,Serving CEV,0.0,5.277587175216319,5.654796849460183,Digging,Idle,0.0,4.331690019486725,5.654796849460183,Digging,Idle,6.996939079078871,5.3806770391766605,0.0,Charging,Serving CEV,0.8288006236683767,1.2775871752163193,0.33169001948672516,1.3806770391766605
12,10:45,4.511300000000013,5.127825000000003,0.0,Charging,Serving CEV,0.0,4.828800623668377,2.720143168060706,Loading/Swinging,Idle,0.0,5.277587175216319,5.4801887353271335,Digging,Idle,0.0,4.331690019486725,2.9593393155052388,Loading/Swinging,Idle,7.991477115329381,7.378546318009006,0.0,Charging,Serving CEV,-0.2990243763316265,0.14976217521631607,-0.796134980513278,2.2507213180090027
13,11:00,8.0,7.127825000000003,0.0,Charging,Serving CEV,0.0,4.828800623668377,3.840793988901714,Traveling,Idle,7.043682297417725,7.03850774957075,0.0,Charging,Serving CEV,0.0,4.331690019486725,3.840793988901714,Traveling,Idle,0.0,7.378546318009006,5.654796849460183,Digging,Idle,-2.2990243763316265,-0.08931725042925276,-2.796134980513278,0.25072131800900266
14,11:15,0.0,7.127825000000003,3.840793988901714,Traveling,Idle,6.643337156962428,6.489634912908984,0.0,Charging,Serving CEV,0.0,7.03850774957075,3.840793988901714,Traveling,Idle,7.744830153867145,6.2678975579535114,0.0,Charging,Serving CEV,0.0,7.378546318009006,3.840793988901714,Traveling,Idle,-0.6381900870910195,-0.08931725042925276,-0.8599274420464917,0.25072131800900266
15,11:30,0.0,7.127825000000003,2.720143168060706,Loading/Swinging,Idle,0.0,6.489634912908984,2.9593393155052388,Loading/Swinging,Idle,0.0,7.03850774957075,4.738110279329003,Digging,Idle,0.0,6.2678975579535114,5.4801887353271335,Digging,Idle,0.0,7.378546318009006,5.4801887353271335,Digging,Idle,-0.6381900870910195,-0.08931725042925276,-0.8599274420464917,0.25072131800900266
16,11:45,0.0,7.127825000000003,5.003593261134805,Digging,Idle,0.0,6.489634912908984,4.738110279329003,Digging,Idle,0.0,7.03850774957075,2.9593393155052388,Loading/Swinging,Idle,0.0,6.2678975579535114,2.8919475588526895,Loading/Swinging,Idle,0.0,7.378546318009006,4.738110279329003,Digging,Idle,-0.6381900870910195,-0.08931725042925276,-0.8599274420464917,0.25072131800900266
17,12:00,0.0,7.127825000000003,0.0,Idle,Idle,0.0,6.489634912908984,0.0,Idle,Idle,8.0,9.038507749570751,0.0,Charging,Serving CEV,0.0,6.2678975579535114,0.0,Idle,Idle,0.0,7.378546318009006,0.0,Idle,Idle,-0.6381900870910195,1.9106827495707481,-0.8599274420464917,0.25072131800900266
18,12:15,0.0,7.127825000000003,0.0,Idle,Idle,0.0,6.489634912908984,0.0,Idle,Idle,8.0,11.038507749570751,0.0,Charging,Serving CEV,0.0,6.2678975579535114,0.0,Idle,Idle,8.0,9.378546318009006,0.0,Charging,Serving CEV,-0.6381900870910195,3.910682749570748,-0.8599274420464917,2.2507213180090027
19,12:30,0.0,7.127825000000003,0.0,Idle,Idle,0.0,6.489634912908984,0.0,Idle,Idle,8.0,13.038507749570751,0.0,Charging,Serving CEV,0.0,6.2678975579535114,0.0,Idle,Idle,0.0,9.378546318009006,0.0,Idle,Idle,-0.6381900870910195,5.910682749570748,-0.8599274420464917,2.2507213180090027
20,12:45,0.0,7.127825000000003,0.0,Idle,Idle,0.0,6.489634912908984,0.0,Idle,Idle,0.7508582481871784,13.226222311617546,0.0,Charging,Serving CEV,0.0,6.2678975579535114,0.0,Idle,Idle,8.0,11.378546318009006,0.0,Charging,Serving CEV,-0.6381900870910195,6.098397311617543,-0.8599274420464917,4.250721318009003
21,13:00,3.1999999999999993,7.927825000000003,0.0,Charging,Serving CEV,2.9463495948342455,7.226222311617545,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,1.9871362941798338,6.76468163149847,0.0,Charging,Serving CEV,0.0,11.378546318009006,0.0,Idle,Idle,-0.701602688382458,5.298397311617543,-1.163143368501533,3.450721318009003
22,13:15,8.0,9.927825000000002,0.0,Charging,Serving CEV,8.0,9.226222311617544,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,8.0,8.764681631498469,0.0,Charging,Serving CEV,0.0,11.378546318009006,0.0,Idle,Idle,-0.701602688382458,3.298397311617544,-1.163143368501533,1.4507213180090037
23,13:30,8.0,11.927825000000002,0.0,Charging,Serving CEV,8.0,11.226222311617544,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,8.0,10.764681631498469,0.0,Charging,Serving CEV,7.39070397443416,13.226222311617546,0.0,Charging,Serving CEV,-0.701602688382458,1.2983973116175438,-1.163143368501533,1.2983973116175438
24,13:45,8.0,13.927825000000002,0.0,Charging,Serving CEV,8.0,13.226222311617544,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,7.999999999999986,12.764681631498465,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,-0.701602688382458,-0.7016026883824562,-1.1631433685015367,-0.7016026883824562
25,14:00,0.0,13.927825000000002,4.271408926580865,Digging,Idle,0.0,13.226222311617544,5.003593261134805,Digging,Idle,0.0,13.226222311617546,5.003593261134805,Digging,Idle,0.0,12.764681631498465,4.738110279329003,Digging,Idle,0.0,13.226222311617546,5.003593261134805,Digging,Idle,-0.701602688382458,-0.7016026883824562,-1.1631433685015367,-0.7016026883824562
26,14:15,0.0,13.927825000000002,5.112601651377284,Digging,Idle,0.0,13.226222311617544,4.271408926580865,Digging,Idle,0.0,13.226222311617546,4.271408926580865,Digging,Idle,0.0,12.764681631498465,5.003593261134805,Digging,Idle,0.0,13.226222311617546,4.271408926580865,Digging,Idle,-0.701602688382458,-0.7016026883824562,-1.1631433685015367,-0.7016026883824562
27,14:30,0.0,13.927825000000002,4.8696588712163855,Traveling,Idle,0.0,13.226222311617544,4.8696588712163855,Traveling,Idle,8.0,15.226222311617546,0.0,Charging,Serving CEV,0.0,12.764681631498465,4.8696588712163855,Traveling,Idle,8.0,15.226222311617546,0.0,Charging,Serving CEV,-0.701602688382458,1.2983973116175438,-1.1631433685015367,1.2983973116175438
28,14:45,0.0,13.927825000000002,6.524473377224391,Digging,Idle,8.0,15.226222311617544,0.0,Charging,Serving CEV,0.0,15.226222311617546,4.8696588712163855,Traveling,Idle,0.0,12.764681631498465,4.271408926580865,Digging,Idle,0.0,15.226222311617546,4.8696588712163855,Traveling,Idle,1.298397311617542,1.2983973116175438,-1.1631433685015367,1.2983973116175438
29,15:00,7.590700000000005,15.825500000000003,0.0,Charging,Serving CEV,0.0,15.226222311617544,5.112601651377284,Digging,Idle,0.0,15.226222311617546,2.8919475588526895,Loading/Swinging,Idle,8.0,14.764681631498465,0.0,Charging,Serving CEV,0.0,15.226222311617546,2.8919475588526895,Loading/Swinging,Idle,-0.5992776883824593,-0.5992776883824575,-1.060818368501538,-0.5992776883824575
30,15:15,0.0,15.825500000000003,2.9593393155052388,Loading/Swinging,Idle,0.0,15.226222311617544,6.524473377224391,Digging,Idle,0.0,15.226222311617546,5.112601651377284,Digging,Idle,0.0,14.764681631498465,5.112601651377284,Digging,Idle,0.0,15.226222311617546,5.112601651377284,Digging,Idle,-0.5992776883824593,-0.5992776883824575,-1.060818368501538,-0.5992776883824575
31,15:30,0.0,15.825500000000003,2.8919475588526895,Loading/Swinging,Idle,0.0,15.226222311617544,2.8919475588526895,Loading/Swinging,Idle,0.0,15.226222311617546,6.524473377224391,Digging,Idle,0.0,14.764681631498465,3.2363668300052373,Loading/Swinging,Idle,0.0,15.226222311617546,6.524473377224391,Digging,Idle,-0.5992776883824593,-0.5992776883824575,-1.060818368501538,-0.5992776883824575
32,15:45,0.0,15.825500000000003,3.2363668300052373,Loading/Swinging,Idle,0.0,15.226222311617544,3.2363668300052373,Loading/Swinging,Idle,8.0,17.226222311617548,0.0,Charging,Serving CEV,0.0,14.764681631498465,4.8055385831629875,Loading/Swinging,Idle,8.0,17.226222311617548,0.0,Charging,Serving CEV,-0.5992776883824593,1.4007223116175442,-1.060818368501538,1.4007223116175442
33,16:00,0.0,15.825500000000003,4.923324857856662,Traveling,Idle,7.737350476391657,17.160559930715458,0.0,Charging,Serving CEV,0.0,17.226222311617548,3.2363668300052373,Loading/Swinging,Idle,4.705978402806568,15.941176232200107,0.0,Charging,Serving CEV,0.0,17.226222311617548,3.2363668300052373,Loading/Swinging,Idle,1.3350599307154543,1.4007223116175442,0.11567623220010326,1.4007223116175442
34,16:15,8.0,17.825500000000005,0.0,Charging,Serving CEV,0.0,17.160559930715458,4.923324857856662,Traveling,Idle,0.0,17.226222311617548,4.923324857856662,Traveling,Idle,0.0,15.941176232200107,4.923324857856662,Traveling,Idle,0.0,17.226222311617548,4.923324857856662,Traveling,Idle,-0.6649400692845475,-0.5992776883824575,-1.8843237677998985,-0.5992776883824575
35,16:30,0.0,17.825500000000005,4.8055385831629875,Loading/Swinging,Idle,0.0,17.160559930715458,0.0,Idle,Idle,0.0,17.226222311617548,4.8055385831629875,Loading/Swinging,Idle,0.213224857856666,15.994482446664273,0.0,Charging,Serving CEV,0.0,17.226222311617548,4.8055385831629875,Loading/Swinging,Idle,-0.6649400692845475,-0.5992776883824575,-1.831017553335732,-0.5992776883824575
36,16:45,0.0,17.825500000000005,3.6980773959691877,Loading/Swinging,Idle,0.0,17.160559930715458,4.8055385831629875,Loading/Swinging,Idle,8.0,19.226222311617548,0.0,Charging,Serving CEV,0.0,15.994482446664273,3.6980773959691877,Loading/Swinging,Idle,8.0,19.226222311617548,0.0,Charging,Serving CEV,-0.6649400692845475,1.4007223116175425,-1.831017553335732,1.4007223116175425
37,17:00,8.0,19.825500000000005,0.0,Charging,Serving CEV,8.0,19.160559930715458,0.0,Charging,Serving CEV,8.0,21.226222311617548,0.0,Charging,Serving CEV,0.0,15.994482446664273,0.0,Idle,Idle,8.0,21.226222311617548,0.0,Charging,Serving CEV,-0.6649400692845475,1.4007223116175425,-3.831017553335732,1.4007223116175425
38,17:15,8.0,21.825500000000005,0.0,Charging,Serving CEV,0.0,19.160559930715458,0.0,Idle,Idle,8.0,23.226222311617548,0.0,Charging,Serving CEV,3.2000000000000552,16.794482446664286,0.0,Charging,Serving CEV,8.0,23.226222311617548,0.0,Charging,Serving CEV,-2.6649400692845475,1.4007223116175425,-5.031017553335719,1.4007223116175425
39,17:30,8.0,23.825500000000005,0.0,Charging,Serving CEV,8.0,21.160559930715458,0.0,Charging,Serving CEV,1.6389139174113554,23.635950790970387,0.0,Charging,Serving CEV,8.0,18.794482446664286,0.0,Charging,Serving CEV,1.63891391741124,23.63595079097036,0.0,Charging,Serving CEV,-2.6649400692845475,-0.18954920902961803,-5.031017553335719,-0.18954920902964645
40,17:45,0.0,23.825500000000005,0.0,Idle,Traveling,0.0,21.160559930715458,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Traveling,0.0,18.794482446664286,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-2.6649400692845475,-0.18954920902961803,-5.031017553335719,-0.18954920902964645
41,18:00,0.0,23.825500000000005,0.0,Idle,Idle,8.0,23.160559930715458,0.0,Charging,Serving CEV,0.0,23.635950790970387,0.0,Idle,Idle,8.0,20.794482446664286,0.0,Charging,Serving CEV,0.0,23.63595079097036,0.0,Idle,Traveling,-0.6649400692845475,-0.18954920902961803,-3.031017553335719,-0.18954920902964645
42,18:15,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.160559930715458,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,20.794482446664286,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.6649400692845475,-0.18954920902961803,-3.031017553335719,-0.18954920902964645
43,18:30,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.160559930715458,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,7.99999999999995,22.794482446664276,0.0,Charging,Serving CEV,0.0,23.63595079097036,0.0,Idle,Idle,-0.6649400692845475,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
44,18:45,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.160559930715458,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Traveling,0.0,23.63595079097036,0.0,Idle,Idle,-0.6649400692845475,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
45,19:00,0.0,23.825500000000005,0.0,Idle,Idle,1.901563441019654,23.63595079097037,0.0,Charging,Serving CEV,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
46,19:15,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Traveling,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
47,19:30,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
48,19:45,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
49,20:00,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
50,20:15,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
51,20:30,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
52,20:45,0.0,23.825500000000005,0.0,Idle,Idle,0.0,23.63595079097037,0.0,Idle,Idle,0.0,23.635950790970387,0.0,Idle,Idle,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
53,21:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
54,21:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
55,21:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
56,21:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
57,22:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
58,22:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
59,22:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
60,22:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
61,23:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
62,23:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
63,23:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
64,23:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
65,00:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
66,00:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
67,00:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
68,00:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
69,01:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
70,01:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
71,01:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
72,01:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
73,02:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
