Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
40,17:45,7.601097596665719,21.79199646613689,0.0,Charging,Serving CEV,8.0,21.35617101871951,0.0,Charging,Serving CEV,-0.43582544741737905
41,18:00,8.0,23.79199646613689,0.0,Charging,Serving CEV,8.0,23.35617101871951,0.0,Charging,Serving CEV,-0.43582544741737905
42,18:15,7.17888960017549,25.586718866180764,0.0,Charging,Serving CEV,8.0,25.35617101871951,0.0,Charging,Serving CEV,-0.2305478474612528
43,18:30,0.0,25.586718866180764,0.0,Idle,Traveling,6.298572191567668,26.93081406661143,0.0,Charging,Serving CEV,1.3440952004306652
44,18:45,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Traveling,1.3440952004306652
45,19:00,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
46,19:15,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
47,19:30,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
48,19:45,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
49,20:00,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
50,20:15,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
51,20:30,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
52,20:45,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.3440952004306652
53,21:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
54,21:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
55,21:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
56,21:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
57,22:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
58,22:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
59,22:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
60,22:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
61,23:00,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
62,23:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
63,23:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
64,23:45,0.0,25.586718866180764,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
65,00:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
66,00:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
67,00:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
68,00:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
69,01:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
70,01:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
71,01:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
72,01:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
73,02:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
74,02:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
75,02:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
76,02:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
77,03:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
78,03:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
79,03:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
80,03:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
81,04:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
82,04:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
83,04:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
84,04:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
85,05:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
86,05:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
87,05:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
88,05:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
89,06:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
90,06:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
91,06:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
92,06:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
93,07:00,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
94,07:15,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
95,07:30,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
96,07:45,0.0,25.586718866180764,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.3440952004306652
