day,gstep,k,clock,price,co2,grid_kW,dch_kW,work_kW,soe_mcs,soe_cev1,soe_cev2,mcs_node,est_dig,est_load,est_trv,est_idle,unc_dig,unc_load,unc_trv,unc_idle,n_obs
1,12,12,D1 10:45,0.261,0.157205795,0.0,8.0,0.0,243.29806012627043,7.2643428800431105,NaN,2,4.801132646908664,3.1384060683972135,4.288604309551228,0.036501916803890894,0.11159945442694351,0.25821929438620905,0.2512903405207214,0.029417714361979163,12
1,13,13,D1 11:00,0.261,0.156127377,0.0,0.0,4.79,243.29806012627046,6.066842880043111,NaN,2,4.801132646908664,3.1384060683972135,4.288604309551228,0.036501916803890894,0.11159945442694351,0.25821929438620905,0.2512903405207214,0.029417714361979163,13
1,14,14,D1 11:15,0.261,0.158874986,0.0,0.0,4.79,243.29806012627046,4.869342880043111,NaN,2,4.801132646908664,3.1384060683972135,4.288604309551228,0.036501916803890894,0.11159945442694351,0.25821929438620905,0.2512903405207214,0.029417714361979163,14
1,15,15,D1 11:30,0.261,0.155246426,0.0,0.0,3.16,243.29806012627046,4.079342880043111,NaN,2,4.801132646908664,3.1384060683972135,4.288604309551228,0.036501916803890894,0.11159945442694351,0.25821929438620905,0.2512903405207214,0.029417714361979163,15
1,16,16,D1 11:45,0.261,0.147787556,0.0,0.0,3.16,243.29806012627046,3.289342880043111,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,16
1,17,17,D1 12:00,0.261,0.142853662,0.0,8.0,0.0,241.19279696837572,5.289342880043111,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,17
1,18,18,D1 12:15,0.261,0.150148781,0.0,0.0,0.0,241.19279696837572,5.289342880043111,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,18
1,19,19,D1 12:30,0.261,0.142166138,0.0,0.0,0.0,241.19279696837572,5.289342880043111,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,19
1,20,20,D1 12:45,0.261,0.134292064,0.0,6.244186628455239,0.0,239.5495899608875,6.850389537156921,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,20
1,21,21,D1 13:00,0.261,0.126533506,0.0,7.872375616938584,0.0,237.4779121669563,8.818483441391567,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,21
1,22,22,D1 13:15,0.261,0.136996378,0.0,8.0,0.0,235.37264900906155,10.818483441391567,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,22
1,23,23,D1 13:30,0.261,0.130425591,0.0,8.0,0.0,233.2673858511668,12.818483441391567,NaN,2,4.877596274406781,2.89801516147258,4.535597168726233,0.040311629725535786,0.09239578160498468,0.15734856129180716,0.19388652423897354,0.031012246539010215,23
