label,mode,seed,n_day_run,time_limit_sec,status,elapsed_sec,started_at,finished_at,out_dir,error
035_GroundTruth_seed35_1200s,live_data,35,1,1200.0,OK,11196.5,2026-09-10 23:01:52,2026-09-11 02:08:28,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/035_GroundTruth_seed35_1200s,
036_GroundTruth_seed36_1200s,live_data,36,1,1200.0,OK,10575.3,2026-09-11 02:08:28,2026-09-11 05:04:44,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/036_GroundTruth_seed36_1200s,
037_GroundTruth_seed37_1200s,live_data,37,1,1200.0,OK,9552.5,2026-09-11 05:04:44,2026-09-11 07:43:56,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/037_GroundTruth_seed37_1200s,
038_GroundTruth_seed38_1200s,live_data,38,1,1200.0,OK,11694.2,2026-09-11 07:43:56,2026-09-11 10:58:50,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/038_GroundTruth_seed38_1200s,
039_GroundTruth_seed39_1200s,live_data,39,1,1200.0,OK,10665.3,2026-09-11 10:58:50,2026-09-11 13:56:36,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/039_GroundTruth_seed39_1200s,
040_GroundTruth_seed40_1200s,live_data,40,1,1200.0,OK,12227.3,2026-09-11 13:56:36,2026-09-11 17:20:23,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/040_GroundTruth_seed40_1200s,
041_GroundTruth_seed41_1200s,live_data,41,1,1200.0,OK,11120.3,2026-09-11 17:20:23,2026-09-11 20:25:43,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/041_GroundTruth_seed41_1200s,
042_GroundTruth_seed42_1200s,live_data,42,1,1200.0,OK,8879.4,2026-09-11 20:25:43,2026-09-11 22:53:43,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/042_GroundTruth_seed42_1200s,
043_GroundTruth_seed43_1200s,live_data,43,1,1200.0,OK,10837.1,2026-09-11 22:53:43,2026-09-12 01:54:20,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/043_GroundTruth_seed43_1200s,
044_GroundTruth_seed44_1200s,live_data,44,1,1200.0,OK,11140.6,2026-09-12 01:54:20,2026-09-12 05:00:00,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/044_GroundTruth_seed44_1200s,
045_GroundTruth_seed45_1200s,live_data,45,1,1200.0,OK,10919.5,2026-09-12 05:00:00,2026-09-12 08:02:00,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/045_GroundTruth_seed45_1200s,
046_GroundTruth_seed46_1200s,live_data,46,1,1200.0,OK,11081.5,2026-09-12 08:02:00,2026-09-12 11:06:41,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/046_GroundTruth_seed46_1200s,
047_GroundTruth_seed47_1200s,live_data,47,1,1200.0,OK,11211.1,2026-09-12 11:06:41,2026-09-12 14:13:32,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/047_GroundTruth_seed47_1200s,
048_GroundTruth_seed48_1200s,live_data,48,1,1200.0,OK,13586.3,2026-09-12 14:13:32,2026-09-12 17:59:59,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/048_GroundTruth_seed48_1200s,
049_GroundTruth_seed49_1200s,live_data,49,1,1200.0,OK,11293.1,2026-09-12 17:59:59,2026-09-12 21:08:12,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/049_GroundTruth_seed49_1200s,
050_GroundTruth_seed50_1200s,live_data,50,1,1200.0,OK,9289.0,2026-09-12 21:08:12,2026-09-12 23:43:01,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/050_GroundTruth_seed50_1200s,
051_GroundTruth_seed51_1200s,live_data,51,1,1200.0,OK,9951.3,2026-09-12 23:43:01,2026-09-13 02:28:52,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/051_GroundTruth_seed51_1200s,
052_GroundTruth_seed52_1200s,live_data,52,1,1200.0,OK,11860.3,2026-09-13 02:28:52,2026-09-13 05:46:32,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/052_GroundTruth_seed52_1200s,
053_GroundTruth_seed53_1200s,live_data,53,1,1200.0,OK,9317.5,2026-09-13 05:46:32,2026-09-13 08:21:50,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/053_GroundTruth_seed53_1200s,
054_GroundTruth_seed54_1200s,live_data,54,1,1200.0,OK,13814.9,2026-09-13 08:21:50,2026-09-13 12:12:05,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/054_GroundTruth_seed54_1200s,
055_GroundTruth_seed55_1200s,live_data,55,1,1200.0,OK,11628.2,2026-09-13 12:12:05,2026-09-13 15:25:53,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/055_GroundTruth_seed55_1200s,
056_GroundTruth_seed56_1200s,live_data,56,1,1200.0,OK,10473.3,2026-09-13 15:25:53,2026-09-13 18:20:26,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/056_GroundTruth_seed56_1200s,
057_GroundTruth_seed57_1200s,live_data,57,1,1200.0,OK,10582.3,2026-09-13 18:20:26,2026-09-13 21:16:49,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/057_GroundTruth_seed57_1200s,
058_GroundTruth_seed58_1200s,live_data,58,1,1200.0,OK,11408.9,2026-09-13 21:16:49,2026-09-14 00:26:58,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/058_GroundTruth_seed58_1200s,
059_GroundTruth_seed59_1200s,live_data,59,1,1200.0,OK,13750.9,2026-09-14 00:26:58,2026-09-14 04:16:08,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/059_GroundTruth_seed59_1200s,
060_GroundTruth_seed60_1200s,live_data,60,1,1200.0,OK,10789.8,2026-09-14 04:16:08,2026-09-14 07:15:58,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/060_GroundTruth_seed60_1200s,
061_GroundTruth_seed61_1200s,live_data,61,1,1200.0,OK,15356.4,2026-09-14 07:15:58,2026-09-14 11:31:55,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/061_GroundTruth_seed61_1200s,
062_GroundTruth_seed62_1200s,live_data,62,1,1200.0,OK,10781.3,2026-09-14 11:31:55,2026-09-14 14:31:36,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/062_GroundTruth_seed62_1200s,
063_GroundTruth_seed63_1200s,live_data,63,1,1200.0,OK,9266.2,2026-09-14 14:31:36,2026-09-14 17:06:02,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/063_GroundTruth_seed63_1200s,
064_GroundTruth_seed64_1200s,live_data,64,1,1200.0,OK,10039.8,2026-09-14 17:06:02,2026-09-14 19:53:22,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/064_GroundTruth_seed64_1200s,
065_GroundTruth_seed65_1200s,live_data,65,1,1200.0,OK,9991.1,2026-09-14 19:53:22,2026-09-14 22:39:53,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/065_GroundTruth_seed65_1200s,
066_GroundTruth_seed66_1200s,live_data,66,1,1200.0,OK,10019.0,2026-09-14 22:39:53,2026-09-15 01:26:52,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/066_GroundTruth_seed66_1200s,
067_GroundTruth_seed67_1200s,live_data,67,1,1200.0,OK,10486.9,2026-09-15 01:26:52,2026-09-15 04:21:39,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/067_GroundTruth_seed67_1200s,
068_GroundTruth_seed68_1200s,live_data,68,1,1200.0,OK,10966.6,2026-09-15 04:21:39,2026-09-15 07:24:26,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/068_GroundTruth_seed68_1200s,
069_GroundTruth_seed69_1200s,live_data,69,1,1200.0,OK,12491.0,2026-09-15 07:24:26,2026-09-15 10:52:37,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/069_GroundTruth_seed69_1200s,
070_GroundTruth_seed70_1200s,live_data,70,1,1200.0,OK,10452.4,2026-09-15 10:52:37,2026-09-15 13:46:49,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/070_GroundTruth_seed70_1200s,
071_GroundTruth_seed71_1200s,live_data,71,1,1200.0,OK,9284.4,2026-09-15 13:46:49,2026-09-15 16:21:33,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/071_GroundTruth_seed71_1200s,
072_GroundTruth_seed72_1200s,live_data,72,1,1200.0,OK,10804.1,2026-09-15 16:21:33,2026-09-15 19:21:37,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/072_GroundTruth_seed72_1200s,
073_GroundTruth_seed73_1200s,live_data,73,1,1200.0,OK,8849.3,2026-09-15 19:21:37,2026-09-15 21:49:07,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/073_GroundTruth_seed73_1200s,
074_GroundTruth_seed74_1200s,live_data,74,1,1200.0,OK,10041.4,2026-09-15 21:49:07,2026-09-16 00:36:28,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/074_GroundTruth_seed74_1200s,
075_GroundTruth_seed75_1200s,live_data,75,1,1200.0,OK,10693.2,2026-09-16 00:36:28,2026-09-16 03:34:41,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/075_GroundTruth_seed75_1200s,
076_GroundTruth_seed76_1200s,live_data,76,1,1200.0,OK,13338.7,2026-09-16 03:34:41,2026-09-16 07:17:00,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/076_GroundTruth_seed76_1200s,
077_GroundTruth_seed77_1200s,live_data,77,1,1200.0,OK,13753.5,2026-09-16 07:17:00,2026-09-16 11:06:13,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/077_GroundTruth_seed77_1200s,
078_GroundTruth_seed78_1200s,live_data,78,1,1200.0,OK,15932.9,2026-09-16 11:06:13,2026-09-16 15:31:46,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/078_GroundTruth_seed78_1200s,
079_GroundTruth_seed79_1200s,live_data,79,1,1200.0,OK,10596.1,2026-09-16 15:31:46,2026-09-16 18:28:23,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/079_GroundTruth_seed79_1200s,
080_GroundTruth_seed80_1200s,live_data,80,1,1200.0,OK,10564.4,2026-09-16 18:28:23,2026-09-16 21:24:27,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/080_GroundTruth_seed80_1200s,
081_GroundTruth_seed81_1200s,live_data,81,1,1200.0,OK,10641.2,2026-09-16 21:24:27,2026-09-17 00:21:48,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/081_GroundTruth_seed81_1200s,
082_GroundTruth_seed82_1200s,live_data,82,1,1200.0,OK,10060.1,2026-09-17 00:21:48,2026-09-17 03:09:28,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/082_GroundTruth_seed82_1200s,
083_GroundTruth_seed83_1200s,live_data,83,1,1200.0,OK,9853.7,2026-09-17 03:09:28,2026-09-17 05:53:42,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/083_GroundTruth_seed83_1200s,
084_GroundTruth_seed84_1200s,live_data,84,1,1200.0,OK,13170.3,2026-09-17 05:53:42,2026-09-17 09:33:12,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/084_GroundTruth_seed84_1200s,
085_GroundTruth_seed85_1200s,live_data,85,1,1200.0,OK,10516.2,2026-09-17 09:33:12,2026-09-17 12:28:28,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/085_GroundTruth_seed85_1200s,
086_GroundTruth_seed86_1200s,live_data,86,1,1200.0,OK,13636.1,2026-09-17 12:28:28,2026-09-17 16:15:44,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/086_GroundTruth_seed86_1200s,
087_GroundTruth_seed87_1200s,live_data,87,1,1200.0,OK,11293.9,2026-09-17 16:15:44,2026-09-17 19:23:58,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/087_GroundTruth_seed87_1200s,
088_GroundTruth_seed88_1200s,live_data,88,1,1200.0,OK,12280.5,2026-09-17 19:23:58,2026-09-17 22:48:39,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/088_GroundTruth_seed88_1200s,
089_GroundTruth_seed89_1200s,live_data,89,1,1200.0,OK,11215.2,2026-09-17 22:48:39,2026-09-18 01:55:34,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/089_GroundTruth_seed89_1200s,
090_GroundTruth_seed90_1200s,live_data,90,1,1200.0,OK,9275.4,2026-09-18 01:55:34,2026-09-18 04:30:09,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/090_GroundTruth_seed90_1200s,
091_GroundTruth_seed91_1200s,live_data,91,1,1200.0,OK,14954.4,2026-09-18 04:30:09,2026-09-18 08:39:24,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/091_GroundTruth_seed91_1200s,
092_GroundTruth_seed92_1200s,live_data,92,1,1200.0,OK,11282.0,2026-09-18 08:39:24,2026-09-18 11:47:26,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/092_GroundTruth_seed92_1200s,
093_GroundTruth_seed93_1200s,live_data,93,1,1200.0,OK,11898.0,2026-09-18 11:47:26,2026-09-18 15:05:44,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/093_GroundTruth_seed93_1200s,
094_GroundTruth_seed94_1200s,live_data,94,1,1200.0,OK,9435.9,2026-09-18 15:05:44,2026-09-18 17:43:00,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/094_GroundTruth_seed94_1200s,
095_GroundTruth_seed95_1200s,live_data,95,1,1200.0,OK,14230.6,2026-09-18 17:43:00,2026-09-18 21:40:10,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/095_GroundTruth_seed95_1200s,
096_GroundTruth_seed96_1200s,live_data,96,1,1200.0,OK,9979.1,2026-09-18 21:40:10,2026-09-19 00:26:29,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/096_GroundTruth_seed96_1200s,
097_GroundTruth_seed97_1200s,live_data,97,1,1200.0,OK,9334.9,2026-09-19 00:26:29,2026-09-19 03:02:04,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/097_GroundTruth_seed97_1200s,
098_GroundTruth_seed98_1200s,live_data,98,1,1200.0,OK,10470.0,2026-09-19 03:02:04,2026-09-19 05:56:34,/data/shubhan_avik_work/MPC_full_run/MPC-Shrink/Comparison_A0_A1_A2/Output_GroundTruth_100Runs/098_GroundTruth_seed98_1200s,
