Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh,A1R_minus_A0_cum_kWh,A2R_minus_A0_cum_kWh
75,02:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
76,02:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
77,03:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
78,03:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
79,03:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
80,03:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
81,04:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
82,04:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
83,04:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
84,04:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
85,05:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
86,05:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
87,05:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
88,05:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
89,06:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
90,06:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
91,06:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
92,06:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
93,07:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
94,07:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
95,07:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
96,07:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),0.0,24.009242534990666,0.0,Idle,Charging (grid),0.1837425349906603,0.1837425349906603,0.18374253499066384,0.1837425349906603
