Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1R_Charging_kW,A1R_Discharging_kW,A2R_Charging_kW,A2R_Discharging_kW
79,03:30,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
80,03:45,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
81,04:00,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
82,04:15,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
83,04:30,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
84,04:45,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
85,05:00,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
86,05:15,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
87,05:30,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
88,05:45,2.8784185343741937,0.0,2.9118421937880314,0.0,2.911842193788035,0.0
89,06:00,2.8784185343741937,0.0,2.911842193788061,0.0,2.911842193787344,0.0
90,06:15,2.8784185343741937,0.0,2.911842193788061,0.0,2.911842193787917,0.0
91,06:30,2.8784185343741937,0.0,2.911842193788061,0.0,2.9118421937880408,0.0
92,06:45,2.8784185343741937,0.0,2.911842193788061,0.0,2.911842193787995,0.0
93,07:00,2.8784185343741937,0.0,2.911842193788061,0.0,2.911842193788124,0.0
94,07:15,2.8784185343741937,0.0,2.911842193788061,0.0,2.911842193787876,0.0
95,07:30,2.8784185343741937,0.0,2.911842193788061,0.0,2.9118421937881185,0.0
96,07:45,2.8784185343741937,0.0,2.911842193788121,0.0,2.9118421937881207,0.0
97,08:00,0.0,0.0,0.0,0.0,0.0,0.0
98,08:15,0.0,0.0,0.0,0.0,0.0,0.0
99,08:30,0.0,0.6292535153220751,0.0,8.0,0.0,0.0
100,08:45,0.0,7.999999999999998,0.0,0.0,0.0,0.0
101,09:00,0.0,0.0,0.0,0.0,0.0,5.437165320410441
102,09:15,0.0,0.0,0.0,-2.4486821580814597e-15,0.0,0.0
103,09:30,0.0,8.0,0.0,7.999999999999998,0.0,0.0
104,09:45,0.0,0.0,0.0,0.0,0.0,0.0
105,10:00,0.0,0.0,0.0,-8.390900610702933e-12,0.0,0.0
106,10:15,0.0,0.0,0.0,8.0,0.0,3.979651209904395
107,10:30,0.0,0.0,0.0,0.0,0.0,0.0
108,10:45,0.0,8.0,0.0,0.0,0.0,0.0
109,11:00,0.0,0.0,0.0,0.0,0.0,0.0
110,11:15,0.0,0.0,0.0,0.0,0.0,0.0
111,11:30,0.0,0.0,0.0,0.0,0.0,2.770880993724009
112,11:45,0.0,0.0,0.0,0.0,0.0,0.0
113,12:00,0.0,8.0,0.0,6.019839789279487,0.0,8.0
114,12:15,0.0,8.0,0.0,0.0,0.0,0.0
115,12:30,0.0,8.0,0.0,8.000000000000279,0.0,0.0
116,12:45,0.0,7.999999999999996,0.0,2.043199999999736,0.0,8.0
117,13:00,0.0,0.0,0.0,5.956799999999994,0.0,8.0
118,13:15,0.0,0.0,0.0,8.0,0.0,5.486736012040725
119,13:30,0.0,0.0,0.0,2.043200000000006,0.0,0.0
120,13:45,0.0,0.0,0.0,0.0,0.0,8.0
121,14:00,0.0,0.0,0.0,0.0,0.0,0.0
122,14:15,0.0,0.0,0.0,0.0,0.0,0.0
123,14:30,0.0,8.0,0.0,5.174496918485531,0.0,0.0
124,14:45,0.0,0.0,0.0,0.0,0.0,0.0
125,15:00,0.0,0.0,0.0,0.0,0.0,8.0
126,15:15,0.0,0.0,0.0,0.0,0.0,0.0
127,15:30,0.0,0.0,0.0,0.0,0.0,0.0
128,15:45,0.0,8.0,0.0,0.1416901722733499,0.0,0.0
129,16:00,0.0,0.0,0.0,0.0,0.0,0.0
130,16:15,0.0,0.0,0.0,0.0,0.0,8.0
131,16:30,0.0,0.0,0.0,0.0,0.0,8.0
132,16:45,0.0,0.0,0.0,0.0,0.0,0.0
133,17:00,0.0,8.0,0.0,0.021774399300142022,0.0,8.0
134,17:15,0.0,8.0,0.0,8.0,0.0,8.0
135,17:30,0.0,8.0,0.0,8.0,0.0,3.7265677432505626
136,17:45,0.0,0.0,0.0,8.0,0.0,0.0
137,18:00,0.0,0.0,0.0,8.0,-0.0,0.0
138,18:15,0.0,0.0,0.0,0.0,-0.0,0.0
139,18:30,0.0,0.0,0.0,0.0,-0.0,0.0
140,18:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
141,19:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
142,19:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
143,19:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
144,19:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
145,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
146,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
147,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
148,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
149,21:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
150,21:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
151,21:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
152,21:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
153,22:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
154,22:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
155,22:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
156,22:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
157,23:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
158,23:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
159,23:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065223,0.0
160,23:45,2.9118421937880123,0.0,2.830546494063303,0.0,2.830546494065376,0.0
161,00:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
162,00:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
163,00:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
164,00:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
165,01:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
166,01:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
167,01:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
168,01:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
169,02:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
170,02:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
171,02:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
172,02:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
173,03:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
174,03:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
175,03:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
176,03:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
177,04:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
178,04:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
179,04:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
180,04:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
181,05:00,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
182,05:15,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
183,05:30,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
184,05:45,2.9118421937880123,0.0,2.830546494065216,0.0,2.830546494065376,0.0
185,06:00,2.9118421937880123,0.0,2.830546494066024,0.0,2.830546494058844,0.0
186,06:15,2.9118421937880123,0.0,2.8305464940607887,0.0,2.830546494065721,0.0
187,06:30,2.9118421937880123,0.0,2.830546494066024,0.0,2.830546494063631,0.0
188,06:45,2.9118421937880123,0.0,2.830546494066024,0.0,2.8305464940657252,0.0
189,07:00,2.9118421937880123,0.0,2.830546494066024,0.0,2.8305464940657252,0.0
190,07:15,2.9118421937880123,0.0,2.830546494066024,0.0,2.8305464940657843,0.0
191,07:30,2.9118421937880123,0.0,2.830546494066024,0.0,2.830546494065666,0.0
192,07:45,2.9118421937880123,0.0,2.8305464940660245,0.0,2.8305464940657847,0.0
193,08:00,0.0,0.0,0.0,0.0,0.0,0.0
194,08:15,0.0,0.0,0.0,0.0,0.0,0.0
195,08:30,0.0,7.880099999999995,0.0,0.0,0.0,0.0
196,08:45,0.0,0.0,0.0,8.0,0.0,0.0
197,09:00,-0.0,0.0,0.0,0.0,0.0,8.0
198,09:15,0.0,8.0,0.0,0.0,0.0,0.0
199,09:30,0.0,0.0,0.0,8.0,0.0,0.0
200,09:45,0.0,8.000000000000004,0.0,0.0,0.0,0.0
201,10:00,-0.0,0.0,0.0,0.0,0.0,1.2363410675335622
202,10:15,-0.0,0.0,0.0,0.0,0.0,0.0
203,10:30,0.0,0.0,0.0,0.0,0.0,0.0
204,10:45,0.0,8.0,0.0,0.00033807433997523617,0.0,6.392167221074008
205,11:00,0.0,0.0,0.0,0.0,0.0,0.0
206,11:15,0.0,0.0,0.0,0.0,0.0,0.0
207,11:30,-0.0,0.0,0.0,0.0,0.0,0.0
208,11:45,-0.0,0.0,0.0,0.0,0.0,0.0
209,12:00,0.0,8.0,0.0,7.906215307544521,0.0,0.0
210,12:15,0.0,8.0,0.0,8.0,0.0,8.0
211,12:30,-0.0,7.421899999999994,0.0,8.0,0.0,8.0
212,12:45,0.0,0.0,0.0,8.0,0.0,7.878425958976343
213,13:00,0.0,0.0,0.0,8.0,0.0,0.0
214,13:15,-0.0,0.0,0.0,0.0,0.0,0.0
215,13:30,0.0,0.0,0.0,0.0,0.0,0.0
216,13:45,0.0,0.0,0.0,0.0,0.0,8.0
217,14:00,-0.0,0.0,0.0,0.0,0.0,0.0
218,14:15,-0.0,0.0,0.0,0.0,0.0,0.0
219,14:30,-0.0,8.0,0.0,7.880611865809371,0.0,0.0
220,14:45,0.0,0.0,0.0,0.0,0.0,0.0
221,15:00,0.0,0.0,0.0,0.0,0.0,8.0
222,15:15,0.0,0.0,0.0,0.0,0.0,0.0
223,15:30,0.0,0.0,0.0,0.0,0.0,0.0
224,15:45,0.0,8.0,0.0,6.813937219611506,0.0,0.0
225,16:00,0.0,0.0,0.0,0.0,0.0,0.0
226,16:15,0.0,0.0,0.0,0.0,0.0,8.0
227,16:30,0.0,0.0,0.0,0.0,0.0,0.0
228,16:45,0.0,0.0,0.0,0.0,0.0,7.541428048907381
229,17:00,0.0,8.0,0.0,0.44725982918593843,0.0,8.0
230,17:15,0.0,8.0,0.0,8.0,0.0,8.0
231,17:30,0.0,8.000000000000009,0.0,8.0,0.0,7.999999999999944
232,17:45,0.0,0.0,0.0,8.0,0.0,0.0
233,18:00,0.0,0.0,0.0,0.0,-0.0,0.0
234,18:15,0.0,0.0,0.0,0.0,-0.0,0.0
235,18:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
236,18:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
237,19:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
238,19:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
239,19:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
240,19:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
241,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
242,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
243,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
244,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
245,21:00,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
246,21:15,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
247,21:30,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
248,21:45,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
249,22:00,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
250,22:15,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
251,22:30,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
252,22:45,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
253,23:00,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
254,23:15,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
255,23:30,2.878418534374208,0.0,2.872031284222896,0.0,2.872031284222896,0.0
256,23:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
257,00:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
258,00:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
259,00:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
260,00:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
261,01:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
262,01:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
263,01:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
264,01:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
265,02:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
266,02:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
267,02:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
268,02:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
269,03:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
270,03:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
271,03:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
272,03:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
273,04:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
274,04:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
275,04:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
276,04:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
277,05:00,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
278,05:15,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
279,05:30,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
280,05:45,2.878418534374208,0.0,2.872031284224401,0.0,2.872031284223326,0.0
281,06:00,2.878418534374208,0.0,2.872031284176489,0.0,2.872031284210146,0.0
282,06:15,2.878418534374208,0.0,2.8720312842243567,0.0,2.872031284223212,0.0
283,06:30,2.878418534374208,0.0,2.8720312842243567,0.0,2.872031284223459,0.0
284,06:45,2.878418534374208,0.0,2.8720312842243567,0.0,2.8720312842227114,0.0
285,07:00,2.878418534374208,0.0,2.8720312842242235,0.0,2.872031284223459,0.0
286,07:15,2.878418534374208,0.0,2.8720312842244176,0.0,2.87203128422346,0.0
287,07:30,2.878418534374208,0.0,2.8720312842242963,0.0,2.872031284223579,0.0
288,07:45,2.878418534374208,0.0,2.872031284224417,0.0,2.8720312842233398,0.0
289,08:00,0.0,0.0,0.0,0.0,0.0,0.0
290,08:15,0.0,0.0,0.0,0.0,0.0,0.0
291,08:30,0.0,7.880099999999995,0.0,8.0,0.0,0.0
292,08:45,0.0,0.0,0.0,0.0,0.0,0.0
293,09:00,-0.0,0.0,0.0,0.0,0.0,8.0
294,09:15,0.0,8.0,0.0,0.0,0.0,0.0
295,09:30,0.0,0.0,0.0,7.798769678295175,0.0,0.0
296,09:45,0.0,8.000000000000004,0.0,0.0,0.0,0.0
297,10:00,-0.0,0.0,0.0,8.0,0.0,0.0
298,10:15,-0.0,0.0,0.0,0.0,0.0,8.0
299,10:30,0.0,0.0,0.0,0.0,0.0,0.0
300,10:45,0.0,8.0,0.0,7.306908465485087,0.0,0.0
301,11:00,0.0,0.0,0.0,0.0,0.0,0.0
302,11:15,0.0,0.0,0.0,0.0,0.0,0.0
303,11:30,-0.0,0.0,0.0,0.0,0.0,8.0
304,11:45,-0.0,0.0,0.0,0.0,0.0,0.0
305,12:00,0.0,8.0,0.0,8.0,0.0,0.0
306,12:15,0.0,8.0,0.0,0.0,0.0,0.0
307,12:30,-0.0,7.421899999999994,0.0,7.317435473792287,0.0,8.0
308,12:45,0.0,0.0,0.0,8.0,0.0,3.8047600792453977
309,13:00,0.0,0.0,0.0,0.0,0.0,8.0
310,13:15,-0.0,0.0,0.0,0.0,0.0,0.0
311,13:30,0.0,0.0,0.0,0.0,0.0,4.337748130410701
312,13:45,0.0,0.0,0.0,0.0,0.0,8.0
313,14:00,-0.0,0.0,0.0,0.0,0.0,0.0
314,14:15,-0.0,0.0,0.0,0.0,0.0,0.0
315,14:30,-0.0,8.0,0.0,0.0,0.0,0.0
316,14:45,0.0,0.0,0.0,0.0,0.0,0.0
317,15:00,0.0,0.0,0.0,0.0,0.0,0.07157123125967146
318,15:15,0.0,0.0,0.0,0.0,0.0,0.0
319,15:30,0.0,0.0,0.0,0.0,0.0,0.0
320,15:45,0.0,8.0,0.0,1.4419650314781869,0.0,0.0
321,16:00,0.0,0.0,0.0,0.0,0.0,8.0
322,16:15,0.0,0.0,0.0,0.0,0.0,0.0
323,16:30,0.0,0.0,0.0,0.0,0.0,0.0
324,16:45,0.0,0.0,0.0,0.0,0.0,7.795302268123127
325,17:00,0.0,8.0,0.0,0.0,0.0,8.0
326,17:15,0.0,8.0,0.0,0.14430305998811832,0.0,8.0
327,17:30,0.0,8.000000000000009,0.0,8.0,0.0,8.0
328,17:45,0.0,0.0,0.0,8.0,0.0,0.0
329,18:00,0.0,0.0,0.0,8.0,-0.0,0.0
330,18:15,0.0,0.0,0.0,8.0,-0.0,0.0
331,18:30,-0.0,0.0,0.0,8.0,-0.0,0.0
332,18:45,-0.0,0.0,0.0,0.0,-0.0,0.0
333,19:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
334,19:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
335,19:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
336,19:45,-0.0,0.0,-0.0,0.0,-0.0,0.0
337,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
338,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
339,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
340,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
341,21:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
342,21:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
343,21:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
344,21:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
345,22:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
346,22:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
347,22:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
348,22:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
349,23:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
350,23:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
351,23:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
352,23:45,2.878418534374208,0.0,2.8962322263656324,0.0,2.896232226366965,0.0
353,00:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
354,00:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
355,00:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
356,00:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
357,01:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
358,01:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
359,01:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
360,01:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
361,02:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
362,02:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
363,02:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
364,02:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
365,03:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
366,03:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
367,03:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
368,03:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
369,04:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
370,04:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
371,04:30,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
372,04:45,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
373,05:00,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
374,05:15,2.878418534374208,0.0,2.8962322263671187,0.0,2.8962322263671325,0.0
